Airports, Time Slot, Taxi Out Delay
Phoenix Sky Harbor International Airport,Afternoon,13.686150452751335
Gainesville Regional Airport,Evening,13.674657534246576
Savannah/Hilton Head International Airport,Night,13.670250896057349
Santa Barbara Municipal Airport (Santa Barbara Airport),Evening,13.65807962529274
Trenton Mercer Airport,Afternoon,13.656151419558359
Portland International Jetport,Evening,13.651219512195121
Lea County Regional Airport,Morning,13.648960739030024
Montgomery Regional Airport,Afternoon,13.648559670781893
Central Illinois Regional Airport at Bloomington-Normal,Morning,13.636424731182796
The Eastern Iowa Airport,Afternoon,13.634039690548267
Baton Rouge Metropolitan Airport,Morning,13.627571384709857
Reno/Tahoe International Airport,Morning,13.625197784810126
Portland International Jetport,Afternoon,13.61059795819154
Southwest Georgia Regional Airport,Afternoon,13.608225108225108
Westchester County Airport,Evening,13.607660455486542
Fort Lauderdale-Hollywood International Airport,Night,13.598178137651821
La Crosse Regional Airport,Morning,13.59496855345912
Will Rogers World Airport,Night,13.592156862745098
Charleston International Airport/Charleston AFB,Morning,13.585336777270017
Wilmington International Airport,Morning,13.568590350047304
Tallahassee International Airport,Night,13.56439393939394
Springfield-Branson National Airport,Evening,13.564049586776859
Augusta Regional Airport (Bush Field),Night,13.55072463768116
Bradley International Airport,Evening,13.538783093358106
Orlando International Airport,Night,13.526530612244898
Chicago Midway International Airport,Evening,13.521385115045057
Bozeman Yellowstone International Airport (Gallatin Field Airport),Afternoon,13.513241525423728
Bill and Hillary Clinton National Airport (Adams Field),Morning,13.509803921568627
Henry E. Rohlsen Airport,Morning,13.502463054187192
Grand Junction Regional Airport (Walker Field),Night,13.5
Abraham Lincoln Capital Airport,Evening,13.5
Cedar City Regional Airport,Morning,13.49645390070922
Mobile Regional Airport,Afternoon,13.496374790853318
Greater Binghamton Airport,Afternoon,13.493055555555555
Melbourne International Airport,Morning,13.485540334855404
Wilkes-Barre/Scranton International Airport,Night,13.484848484848484
Elko Regional Airport,Morning,13.476780185758514
Greenville-Spartanburg International Airport,Morning,13.476159158171654
Friedman Memorial Airport,Morning,13.469662921348315
Idaho Falls Regional Airport,Evening,13.464912280701755
University of Illinois - Willard Airport,Morning,13.461412151067323
Nashville International Airport,Night,13.460110041265475
Columbia Regional Airport,Afternoon,13.457142857142857
Albert J. Ellis Airport,Morning,13.456666666666667
Bert Mooney Airport,Morning,13.439232409381663
San Diego International Airport (Lindbergh Field),Evening,13.437243299686738
Kalamazoo/Battle Creek International Airport,Afternoon,13.430599369085174
Bishop International Airport,Morning,13.405837004405287
Lafayette Regional Airport,Afternoon,13.401357466063349
Piedmont Triad International Airport,Night,13.389671361502348
Buffalo Niagara International Airport,Morning,13.381756756756756
Brownsville/South Padre Island International Airport,Night,13.37037037037037
University Park Airport,Morning,13.363636363636363
Golden Triangle Regional Airport,Afternoon,13.357377049180329
Pittsburgh International Airport,Evening,13.356598597988418
Tallahassee International Airport,Evening,13.356125356125355
General Wayne A. Downing Peoria International Airport,Evening,13.346938775510203
La Crosse Regional Airport,Night,13.333333333333334
Alexandria International Airport,Morning,13.322607260726073
Kalamazoo/Battle Creek International Airport,Evening,13.318518518518518
Norfolk International Airport,Afternoon,13.3160277693933
Duluth International Airport,Evening,13.30939226519337
Southwest Florida International Airport,Afternoon,13.30596625500087
Fayetteville Regional Airport,Morning,13.300155520995334
Long Beach Airport (Daugherty Field),Morning,13.29466214131441
Bill and Hillary Clinton National Airport (Adams Field),Afternoon,13.290305302624532
Garden City Regional Airport,Morning,13.283018867924529
Muskegon County Airport,Evening,13.268456375838927
Valdosta Regional Airport,Afternoon,13.261904761904763
Pensacola International Airport (Pensacola Gulf Coast Regional Airport),Morning,13.256208358570563
Wilmington Airport,Afternoon,13.25
Chippewa Valley Regional Airport,Afternoon,13.248803827751196
Luis Muñoz Marín International Airport,Morning,13.248708599209966
Theodore Francis Green State Airport,Morning,13.236761487964989
Rogue Valley International Airport,Evening,13.233644859813085
Fort Smith Regional Airport,Morning,13.222641509433963
Mobile Regional Airport,Morning,13.216508795669824
Indianapolis International Airport,Evening,13.210184182015167
Albany International Airport,Night,13.207920792079207
El Paso International Airport,Morning,13.207565470417071
Harrisburg International Airport,Evening,13.20675105485232
Dane County Regional Airport,Afternoon,13.206318143695835
Cleveland Hopkins International Airport,Afternoon,13.19989942167463
Jacksonville International Airport,Night,13.188010899182562
Durango-La Plata County Airport,Afternoon,13.185140073081607
Yeager Airport,Afternoon,13.171588188347965
Cleveland Hopkins International Airport,Evening,13.16682010679433
Gulfport-Biloxi International Airport,Morning,13.156931738212526
Springfield-Branson National Airport,Afternoon,13.156692553677479
El Paso International Airport,Afternoon,13.155418072740908
San Diego International Airport (Lindbergh Field),Afternoon,13.154281132632823
Yuma International Airport,Afternoon,13.151927437641723
Baton Rouge Metropolitan Airport,Night,13.145833333333334
McCarran International Airport,Night,13.145152838427947
Cedar City Regional Airport,Evening,13.133574007220217
Manchester-Boston Regional Airport,Morning,13.130823704808051
Eugene Airport (Mahlon Sweet Field),Afternoon,13.118791946308725
Portland International Airport,Morning,13.116485974038602
Palm Beach International Airport,Evening,13.115725500126615
Lafayette Regional Airport,Evening,13.1012987012987
Jackson-Evers International Airport,Evening,13.099264705882353
Jackson-Evers International Airport,Afternoon,13.096504559270517
Norman Y. Mineta San José International Airport,Morning,13.093292496171516
Columbia Metropolitan Airport,Evening,13.090769230769231
McAllen-Miller International Airport (McAllen Miller International),Night,13.083870967741936
Charlottesville-Albemarle Airport,Morning,13.072072072072071
Durango-La Plata County Airport,Evening,13.070422535211268
Tucson International Airport,Afternoon,13.060948467728128
Fort Smith Regional Airport,Night,13.055045871559633
Santa Fe Municipal Airport,Afternoon,13.052050473186119
Albany International Airport,Afternoon,13.045274289491077
Spokane International Airport,Evening,13.040636042402827
Indianapolis International Airport,Afternoon,13.028030763003441
Alexandria International Airport,Afternoon,13.018612521150592
St. George Regional Airport,Afternoon,13.017605633802816
Ted Stevens Anchorage International Airport,Evening,13.016133229247984
Wilkes-Barre/Scranton International Airport,Afternoon,13.003436426116838
Fayetteville Regional Airport,Afternoon,13.002610966057441
Glacier Park International Airport,Evening,13.0
Pittsburgh International Airport,Night,12.987212276214834
Central Wisconsin Airport,Night,12.98611111111111
General Mitchell International Airport,Afternoon,12.98075046571454
Nantucket Memorial Airport,Morning,12.96808510638298
Tulsa International Airport,Afternoon,12.961343012704175
Newport News/Williamsburg International Airport,Morning,12.958715596330276
Delta County Airport,Afternoon,12.95850622406639
Laramie Regional Airport,Afternoon,12.95850622406639
Meadows Field,Evening,12.957671957671957
Montgomery Regional Airport,Night,12.957528957528957
Green Bay-Austin Straubel International Airport,Afternoon,12.94792973651192
Palm Beach International Airport,Morning,12.944886363636364
Wilmington International Airport,Evening,12.932203389830509
Austin-Bergstrom International Airport,Morning,12.926240969470985
Spokane International Airport,Afternoon,12.925567167983687
Buffalo Niagara International Airport,Evening,12.914383561643836
Tallahassee International Airport,Morning,12.912816691505217
Gainesville Regional Airport,Afternoon,12.906028368794326
Redmond Municipal Airport (Roberts Field),Afternoon,12.897905759162304
Sioux Gateway Airport,Afternoon,12.895522388059701
Wilmington International Airport,Afternoon,12.894827586206896
Bob Hope Airport (Hollywood Burbank Airport),Morning,12.893903088391907
Tucson International Airport,Morning,12.892817831590534
Des Moines International Airport,Evening,12.884881043745203
MBS International Airport,Evening,12.875838926174497
Chicago Midway International Airport,Morning,12.871126840103912
Worcester Regional Airport,Afternoon,12.87076923076923
Norfolk International Airport,Night,12.86396526772793
Northwest Florida Beaches International Airport,Morning,12.863481228668942
Tri-Cities Airport,Afternoon,12.857959183673469
Worcester Regional Airport,Morning,12.851851851851851
Greater Rochester International Airport,Night,12.844181459566075
Grand Junction Regional Airport (Walker Field),Afternoon,12.83044982698962
Chattanooga Metropolitan Airport (Lovell Field),Evening,12.818342151675486
Buffalo Niagara International Airport,Afternoon,12.814669652855542
Juneau International Airport,Evening,12.813121272365805
Raleigh-Durham International Airport,Night,12.810785241248817
Palm Beach International Airport,Night,12.795789473684211
Ted Stevens Anchorage International Airport,Morning,12.779425182481752
Fort Wayne International Airport,Evening,12.779156327543424
Will Rogers World Airport,Afternoon,12.77826019537913
Tucson International Airport,Evening,12.76669414674361
Guam International Airport,Morning,12.764350453172206
Great Falls International Airport,Afternoon,12.76036400404449
Hays Regional Airport,Morning,12.734513274336283
Long Beach Airport (Daugherty Field),Afternoon,12.730247933884298
Sarasota-Bradenton International Airport,Night,12.729166666666666
Pocatello Regional Airport,Morning,12.728358208955225
Dubuque Regional Airport,Morning,12.727598566308243
Tyler Pounds Regional Airport,Night,12.726342710997443
Del Norte County Airport (Jack McNamara Field),Afternoon,12.726190476190476
Monroe Regional Airport,Morning,12.706622516556292
Billings Logan International Airport,Afternoon,12.705785123966942
Alpena County Regional Airport,Morning,12.702586206896552
Theodore Francis Green State Airport,Afternoon,12.700508737005087
Niagara Falls International Airport,Night,12.700507614213198
Phoenix Sky Harbor International Airport,Night,12.700350877192982
Billings Logan International Airport,Morning,12.698975571315996
Chicago Midway International Airport,Afternoon,12.692340592365541
Cedar City Regional Airport,Afternoon,12.692307692307692
Rick Husband Amarillo International Airport,Morning,12.685419058553387
General Wayne A. Downing Peoria International Airport,Afternoon,12.685272360457297
Akron-Canton Regional Airport,Evening,12.66943866943867
Alpena County Regional Airport,Afternoon,12.665605095541402
Valley International Airport,Night,12.664359861591695
Pittsburgh International Airport,Afternoon,12.662218515429524
Lehigh Valley International Airport,Afternoon,12.654781199351701
Gulfport-Biloxi International Airport,Afternoon,12.625746516257465
Westerly State Airport,Evening,12.625
Arnold Palmer Regional Airport,Afternoon,12.619565217391305
Magic Valley Regional Airport (Joslin Field),Morning,12.617021276595745
Natrona County International Airport,Afternoon,12.616628175519631
Redding Municipal Airport,Afternoon,12.606811145510836
Port Columbus International Airport,Afternoon,12.60085115914436
Manchester-Boston Regional Airport,Evening,12.595238095238095
Rafael Hernández Airport,Morning,12.573076923076924
Des Moines International Airport,Afternoon,12.570046801872074
Eppley Airfield,Afternoon,12.569871482023752
Redmond Municipal Airport (Roberts Field),Morning,12.565068493150685
Kansas City International Airport,Morning,12.560791390949802
Valdosta Regional Airport,Morning,12.5578231292517
San Luis Obispo County Regional Airport (McChesney Field),Afternoon,12.55238893545683
Bert Mooney Airport,Afternoon,12.55056179775281
Mercedita Airport,Night,12.527597402597403
Baton Rouge Metropolitan Airport,Afternoon,12.50656660412758
Ted Stevens Anchorage International Airport,Afternoon,12.505240174672489
Elko Regional Airport,Night,12.5
Killeen-Fort Hood Regional Airport,Afternoon,12.498291571753986
Rock Springs-Sweetwater County Airport,Afternoon,12.498269896193772
Memphis International Airport,Night,12.493870402802102
Alexandria International Airport,Night,12.493606138107417
Manhattan Regional Airport,Morning,12.484261501210653
Arcata Airport,Night,12.481481481481481
Tampa International Airport,Afternoon,12.477160545469756
Gillette-Campbell County Airport,Afternoon,12.47008547008547
Austin-Bergstrom International Airport,Night,12.455673758865249
Theodore Francis Green State Airport,Night,12.443507588532883
General Mitchell International Airport,Evening,12.442767012167643
Lewiston-Nez Perce County Airport,Afternoon,12.440944881889763
Austin-Bergstrom International Airport,Afternoon,12.44029424820851
Nashville International Airport,Afternoon,12.435953749757768
Tampa International Airport,Morning,12.426236644242184
Port Columbus International Airport,Night,12.424821002386635
Eugene Airport (Mahlon Sweet Field),Evening,12.423487544483987
Fairbanks International Airport,Evening,12.422897196261681
Cyril E. King Airport,Evening,12.41304347826087
Corpus Christi International Airport,Night,12.402739726027397
St. Louis International Airport at Lambert Field,Night,12.391934467548834
Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport),Afternoon,12.38914323086985
Greenville-Spartanburg International Airport,Evening,12.387939698492461
Pellston Regional Airport of Emmet County,Evening,12.378378378378379
Northeast Florida Regional Airport (St. Augustine Airport),Afternoon,12.363636363636363
Bismarck Municipal Airport,Evening,12.362745098039216
Sarasota-Bradenton International Airport,Afternoon,12.360735532720389
Ontario International Airport,Morning,12.356482578810144
Mercedita Airport,Morning,12.336065573770492
Midland International Airport,Morning,12.334372564302416
Ketchikan International Airport,Morning,12.334351145038168
Killeen-Fort Hood Regional Airport,Morning,12.32990448199853
Worcester Regional Airport,Evening,12.32967032967033
Lubbock Preston Smith International Airport,Morning,12.319610447100487
Theodore Francis Green State Airport,Evening,12.302889095992544
Missoula International Airport,Evening,12.295
Dane County Regional Airport,Evening,12.290170688640377
Columbia Metropolitan Airport,Night,12.284584980237154
Billings Logan International Airport,Evening,12.27741935483871
Wichita Falls Municipal Airport/Sheppard AFB,Morning,12.26509186351706
Sacramento International Airport,Morning,12.2558434620008
Buffalo Niagara International Airport,Night,12.251381215469614
Wilmington Airport,Evening,12.25
Luis Muñoz Marín International Airport,Evening,12.249066549527784
Tampa International Airport,Evening,12.241627710935704
Sitka Rocky Gutierrez Airport,Morning,12.235588972431078
Toledo Express Airport,Evening,12.213235294117647
McGhee Tyson Airport,Night,12.210526315789474
Newport News/Williamsburg International Airport,Afternoon,12.203757225433526
Pensacola International Airport (Pensacola Gulf Coast Regional Airport),Evening,12.181547619047619
Southwest Florida International Airport,Evening,12.1697636658849
Reno/Tahoe International Airport,Afternoon,12.164242424242424
Central Illinois Regional Airport at Bloomington-Normal,Afternoon,12.158241758241758
Sarasota-Bradenton International Airport,Morning,12.155993431855501
Palm Springs International Airport,Evening,12.145379023883697
Bradley International Airport,Night,12.145323741007195
Laredo International Airport,Morning,12.13978494623656
Birmingham-Shuttlesworth International Airport,Evening,12.126670910248249
Albuquerque International Sunport,Morning,12.123618345826452
Akron-Canton Regional Airport,Afternoon,12.122334004024145
McAllen-Miller International Airport (McAllen Miller International),Morning,12.117955439056356
Boise Airport (Boise Air Terminal),Evening,12.11214953271028
Chippewa Valley Regional Airport,Evening,12.111801242236025
Cherry Capital Airport,Evening,12.10344827586207
Boise Airport (Boise Air Terminal),Afternoon,12.100824499411072
Portland International Airport,Evening,12.100347080440997
Rochester International Airport,Evening,12.0990990990991
Northwest Florida Beaches International Airport,Afternoon,12.092865928659286
Kansas City International Airport,Afternoon,12.081635510747041
Bill and Hillary Clinton National Airport (Adams Field),Evening,12.068267066766692
Dothan Regional Airport,Night,12.065517241379311
Roswell International Air Center,Morning,12.055732484076433
San Antonio International Airport,Morning,12.04892561983471
Magic Valley Regional Airport (Joslin Field),Evening,12.04375
Helena Regional Airport,Afternoon,12.038854805725972
Fayetteville Regional Airport,Evening,12.03448275862069
Barkley Regional Airport,Morning,12.031746031746032
Quad City International Airport,Afternoon,12.025841816758026
Eppley Airfield,Evening,12.0163139329806
Atlantic City International Airport,Morning,12.016233766233766
Sarasota-Bradenton International Airport,Evening,12.014778325123153
The Eastern Iowa Airport,Evening,12.0
Monroe Regional Airport,Evening,12.0
Brunswick Golden Isles Airport,Evening,12.0
Southwest Florida International Airport,Morning,11.993115865282778
Idaho Falls Regional Airport,Afternoon,11.991166077738516
Austin-Bergstrom International Airport,Evening,11.987882370326584
Brownsville/South Padre Island International Airport,Morning,11.96614268440145
Albuquerque International Sunport,Night,11.943430656934307
Corpus Christi International Airport,Afternoon,11.930548019533369
Long Beach Airport (Daugherty Field),Evening,11.928219852337982
Montrose Regional Airport,Evening,11.92
Port Columbus International Airport,Evening,11.915672676837726
Quad City International Airport,Evening,11.910714285714286
Destin-Fort Walton Beach Airport/Eglin AFB,Evening,11.908517350157728
Niagara Falls International Airport,Evening,11.9
St. Louis International Airport at Lambert Field,Morning,11.885026880289562
Albuquerque International Sunport,Afternoon,11.884973321752078
Westerly State Airport,Afternoon,11.875
Portland International Airport,Night,11.865401588702559
Pueblo Memorial Airport,Morning,11.85430463576159
Killeen-Fort Hood Regional Airport,Night,11.850877192982455
Albuquerque International Sunport,Evening,11.844262295081966
Hattiesburg-Laurel Regional Airport,Afternoon,11.83404255319149
Bellingham International Airport,Evening,11.831932773109244
Central Illinois Regional Airport at Bloomington-Normal,Night,11.82258064516129
Columbus Metropolitan Airport,Morning,11.82029598308668
Corpus Christi International Airport,Morning,11.813953488372093
McAllen-Miller International Airport (McAllen Miller International),Afternoon,11.811655405405405
Cyril E. King Airport,Morning,11.81044776119403
Bob Hope Airport (Hollywood Burbank Airport),Afternoon,11.808263020075648
Henry E. Rohlsen Airport,Afternoon,11.799438990182328
Luis Muñoz Marín International Airport,Night,11.786995515695068
Lincoln Airport (Lincoln Municipal),Evening,11.786008230452675
Pueblo Memorial Airport,Afternoon,11.775510204081632
Lincoln Airport (Lincoln Municipal),Night,11.763440860215054
McClellan-Palomar Airport,Evening,11.76
San Antonio International Airport,Afternoon,11.743305550629545
University of Illinois - Willard Airport,Night,11.727272727272727
Myrtle Beach International Airport,Morning,11.720706260032102
Bozeman Yellowstone International Airport (Gallatin Field Airport),Evening,11.718562874251496
Norman Y. Mineta San José International Airport,Afternoon,11.71758786068087
Hattiesburg-Laurel Regional Airport,Morning,11.698170731707316
Montgomery Regional Airport,Evening,11.69767441860465
Columbus Metropolitan Airport,Afternoon,11.686541737649064
Lewiston-Nez Perce County Airport,Night,11.68025078369906
Appleton International Airport,Evening,11.675555555555556
Portland International Airport,Afternoon,11.62031669729959
El Paso International Airport,Night,11.62004662004662
Gainesville Regional Airport,Night,11.612121212121211
Lawton-Fort Sill Regional Airport,Night,11.608490566037736
Fairbanks International Airport,Afternoon,11.606299212598426
Will Rogers World Airport,Evening,11.60519740129935
Corpus Christi International Airport,Evening,11.604091456077017
Natrona County International Airport,Evening,11.59375
Kona International Airport at Keahole,Evening,11.590613223706749
Brownsville/South Padre Island International Airport,Afternoon,11.589451913133402
Hays Regional Airport,Afternoon,11.574324324324325
Monroe Regional Airport,Afternoon,11.571847507331379
Abraham Lincoln Capital Airport,Afternoon,11.567448680351907
Chippewa Valley Regional Airport,Night,11.566666666666666
McAllen-Miller International Airport (McAllen Miller International),Evening,11.547445255474452
Midland International Airport,Afternoon,11.527213114754097
Rafael Hernández Airport,Night,11.526258205689278
Oakland International Airport,Morning,11.522773279352228
Ketchikan International Airport,Afternoon,11.52076411960133
Sacramento International Airport,Night,11.519956260251504
Tulsa International Airport,Evening,11.502535211267606
Coastal Carolina Regional Airport (Craven County Regional),Afternoon,11.502092050209205
Meridian Regional Airport,Morning,11.489296636085626
Bishop International Airport,Evening,11.488135593220338
St. Louis International Airport at Lambert Field,Afternoon,11.486574769713203
Newport News/Williamsburg International Airport,Evening,11.485148514851485
Elko Regional Airport,Afternoon,11.473684210526315
Fort Smith Regional Airport,Afternoon,11.45376712328767
Albany International Airport,Evening,11.444444444444445
Dallas Love Field,Morning,11.43880085653105
Yeager Airport,Night,11.428571428571429
Manchester-Boston Regional Airport,Night,11.40842105263158
Lake Charles Regional Airport,Morning,11.395833333333334
Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport),Evening,11.376608187134503
Arnold Palmer Regional Airport,Evening,11.369942196531792
Dallas Love Field,Afternoon,11.322981930445836
Kansas City International Airport,Evening,11.319625890736342
Daytona Beach International Airport,Night,11.31578947368421
Barkley Regional Airport,Afternoon,11.311897106109324
Dallas Love Field,Evening,11.303173886883274
Waterloo Regional Airport,Afternoon,11.300751879699249
Ketchikan International Airport,Evening,11.289719626168225
Sacramento International Airport,Evening,11.281895182636315
Norman Y. Mineta San José International Airport,Evening,11.277354570637119
Charlottesville-Albemarle Airport,Evening,11.257309941520468
Baton Rouge Metropolitan Airport,Evening,11.255670103092784
Arcata Airport,Afternoon,11.254736842105263
Easterwood Airport,Night,11.241992882562277
Jack Brooks Regional Airport (Southeast Texas Regional),Morning,11.200863930885529
Dubuque Regional Airport,Afternoon,11.189710610932476
Manhattan Regional Airport,Afternoon,11.176759410801964
University Park Airport,Evening,11.166666666666666
Louis Armstrong New Orleans International Airport,Afternoon,11.161569569063566
Pocatello Regional Airport,Afternoon,11.146496815286625
Joplin Regional Airport,Afternoon,11.141509433962264
Louisville International Airport (Standiford Field),Night,11.14018691588785
Myrtle Beach International Airport,Afternoon,11.114875595553203
University Park Airport,Afternoon,11.113456464379947
Atlantic City International Airport,Afternoon,11.102233676975946
San Antonio International Airport,Night,11.096443228454172
Chicago Midway International Airport,Night,11.090661831368994
Louis Armstrong New Orleans International Airport,Morning,11.090134652377026
Laredo International Airport,Afternoon,11.084223013048636
Barnstable Municipal Airport,Afternoon,11.060975609756097
Wichita Falls Municipal Airport/Sheppard AFB,Afternoon,11.053125
Magic Valley Regional Airport (Joslin Field),Afternoon,11.034810126582279
Tampa International Airport,Night,11.03169014084507
San Angelo Regional Airport (Mathis Field),Night,11.018604651162791
University of Illinois - Willard Airport,Afternoon,11.00650759219089
Santa Maria Public Airport (Capt G. Allan Hancock Field),Evening,11.0
William P. Hobby Airport,Morning,10.984893201940874
Tucson International Airport,Night,10.983333333333333
Lea County Regional Airport,Afternoon,10.982456140350877
Rick Husband Amarillo International Airport,Afternoon,10.96255119953189
Long Island MacArthur Airport,Night,10.953703703703704
Nashville International Airport,Evening,10.95205271160669
Oakland International Airport,Night,10.935787671232877
University of Illinois - Willard Airport,Evening,10.934615384615384
Gulfport-Biloxi International Airport,Evening,10.919642857142858
Atlantic City International Airport,Evening,10.918446601941747
Mobile Regional Airport,Evening,10.908424908424909
Jack Brooks Regional Airport (Southeast Texas Regional),Afternoon,10.895522388059701
Bill and Hillary Clinton National Airport (Adams Field),Night,10.893491124260356
Alexandria International Airport,Evening,10.866171003717472
Martha's Vineyard Airport,Evening,10.865853658536585
Toledo Express Airport,Afternoon,10.853146853146853
Shreveport Regional Airport,Night,10.85197934595525
Pago Pago International Airport (Tafuna Airport),Evening,10.820754716981131
Charleston International Airport/Charleston AFB,Night,10.814589665653495
Akron-Canton Regional Airport,Night,10.769516728624536
Bishop International Airport,Afternoon,10.765640516385304
Sacramento International Airport,Afternoon,10.762973690562394
Helena Regional Airport,Evening,10.75609756097561
Meridian Regional Airport,Afternoon,10.754237288135593
Central Illinois Regional Airport at Bloomington-Normal,Evening,10.75
McClellan-Palomar Airport,Afternoon,10.746323529411764
John Wayne Airport (Orange County Airport),Afternoon,10.74502750740584
Bob Hope Airport (Hollywood Burbank Airport),Evening,10.714078724945665
Killeen-Fort Hood Regional Airport,Evening,10.636585365853659
Sitka Rocky Gutierrez Airport,Afternoon,10.632124352331607
Shreveport Regional Airport,Morning,10.605253816116436
Evansville Regional Airport,Evening,10.596774193548388
El Paso International Airport,Evening,10.58108108108108
Wichita Falls Municipal Airport/Sheppard AFB,Evening,10.577689243027889
Sitka Rocky Gutierrez Airport,Evening,10.561933534743202
Long Island MacArthur Airport,Morning,10.558151885289432
Rafael Hernández Airport,Afternoon,10.554140127388536
Santa Fe Municipal Airport,Night,10.525423728813559
Lubbock Preston Smith International Airport,Afternoon,10.510787486515643
Shreveport Regional Airport,Afternoon,10.506008010680908
Del Norte County Airport (Jack McNamara Field),Evening,10.5
Key West International Airport,Morning,10.5
Myrtle Beach International Airport,Evening,10.4870734229576
Oakland International Airport,Evening,10.47727022564667
Ontario International Airport,Evening,10.470997679814385
Coastal Carolina Regional Airport (Craven County Regional),Morning,10.466192170818506
Arcata Airport,Evening,10.464285714285714
Louis Armstrong New Orleans International Airport,Evening,10.44263698630137
San Antonio International Airport,Evening,10.427563395810363
Honolulu International Airport,Night,10.420472440944883
Green Bay-Austin Straubel International Airport,Evening,10.418478260869565
Central Wisconsin Airport,Afternoon,10.412621359223301
Southwest Georgia Regional Airport,Morning,10.393063583815028
Ontario International Airport,Afternoon,10.375298658334865
Tyler Pounds Regional Airport,Morning,10.370535714285714
Tyler Pounds Regional Airport,Afternoon,10.338636363636363
Kahului Airport,Afternoon,10.288875103391232
East Texas Regional Airport,Morning,10.234375
Brownsville/South Padre Island International Airport,Evening,10.185714285714285
Kona International Airport at Keahole,Afternoon,10.184034125533211
William P. Hobby Airport,Afternoon,10.17620703884926
Midland International Airport,Evening,10.128712871287128
Niagara Falls International Airport,Morning,10.125
Toledo Express Airport,Night,10.122222222222222
Lake Charles Regional Airport,Afternoon,10.100346020761245
Jack Brooks Regional Airport (Southeast Texas Regional),Evening,10.069182389937106
Southwest Georgia Regional Airport,Night,10.068965517241379
St. Louis International Airport at Lambert Field,Evening,10.068761904761905
Abilene Regional Airport,Night,10.060402684563758
Hays Regional Airport,Evening,10.028571428571428
Tri-Cities Airport,Evening,10.0
Easterwood Airport,Morning,9.98105548037889
Lake Charles Regional Airport,Evening,9.9
Waco Regional Airport,Night,9.895454545454545
La Crosse Regional Airport,Evening,9.844827586206897
Rick Husband Amarillo International Airport,Evening,9.811507936507937
Long Island MacArthur Airport,Afternoon,9.79417122040073
Louis Armstrong New Orleans International Airport,Night,9.761640798226164
Oakland International Airport,Afternoon,9.727332746478874
William P. Hobby Airport,Evening,9.72078460958129
Lubbock Preston Smith International Airport,Night,9.717241379310344
William P. Hobby Airport,Night,9.700975081256772
Key West International Airport,Afternoon,9.678543151227236
Kahului Airport,Evening,9.663187541418157
Roswell International Air Center,Afternoon,9.634703196347031
Wilmington International Airport,Night,9.625
Lawton-Fort Sill Regional Airport,Evening,9.6
Valley International Airport,Afternoon,9.582162921348315
Adak Airport,Afternoon,9.5
Tyler Pounds Regional Airport,Evening,9.479166666666666
Northeast Florida Regional Airport (St. Augustine Airport),Morning,9.476190476190476
Gustavus Airport,Afternoon,9.447368421052632
Nome Airport,Morning,9.444444444444445
Lawton-Fort Sill Regional Airport,Morning,9.413366336633663
Valley International Airport,Morning,9.399402390438247
Abilene Regional Airport,Morning,9.3800170794193
San Angelo Regional Airport (Mathis Field),Morning,9.344978165938864
Central Nebraska Regional Airport,Afternoon,9.3006993006993
Waco Regional Airport,Morning,9.276639344262295
Lihue Airport,Evening,9.258016627078385
John Wayne Airport (Orange County Airport),Evening,9.250431507924054
Kona International Airport at Keahole,Morning,9.243302180685358
Meridian Regional Airport,Evening,9.215384615384615
Key West International Airport,Evening,9.211920529801324
Texarkana Regional Airport (Webb Field),Morning,9.2016
Fort Smith Regional Airport,Evening,9.06709265175719
Lubbock Preston Smith International Airport,Evening,9.015
Great Falls International Airport,Evening,9.0
Harrisburg International Airport,Night,9.0
Northwest Florida Beaches International Airport,Evening,8.984168865435356
Valdosta Regional Airport,Night,8.967479674796747
Hilo International Airport,Evening,8.944735311227458
San Angelo Regional Airport (Mathis Field),Afternoon,8.924428822495607
Petersburg James A. Johnson Airport,Afternoon,8.89723926380368
Garden City Regional Airport,Afternoon,8.849529780564263
Redding Municipal Airport,Evening,8.833333333333334
Lawton-Fort Sill Regional Airport,Afternoon,8.769620253164558
Lihue Airport,Afternoon,8.734445446348062
Laredo International Airport,Evening,8.666666666666666
Abilene Regional Airport,Evening,8.651982378854626
Waco Regional Airport,Afternoon,8.64954128440367
Long Island MacArthur Airport,Evening,8.615853658536585
Central Wisconsin Airport,Evening,8.602409638554217
Martha's Vineyard Airport,Afternoon,8.577235772357724
Roswell International Air Center,Evening,8.573529411764707
Hilo International Airport,Afternoon,8.5498320268757
Yakutat Airport,Morning,8.538461538461538
East Texas Regional Airport,Afternoon,8.528455284552846
Abilene Regional Airport,Afternoon,8.510280373831776
Pueblo Memorial Airport,Evening,8.5
Northeast Florida Regional Airport (St. Augustine Airport),Evening,8.494505494505495
Shreveport Regional Airport,Evening,8.466898954703833
Valley International Airport,Evening,8.460526315789474
San Angelo Regional Airport (Mathis Field),Evening,8.444805194805195
Texarkana Regional Airport (Webb Field),Evening,8.426621160409557
Easterwood Airport,Afternoon,8.415865384615385
Santa Fe Municipal Airport,Evening,8.333333333333334
Hilo International Airport,Morning,8.315024965955516
Waco Regional Airport,Evening,8.301754385964912
Wrangell Airport,Morning,8.292307692307693
Kahului Airport,Morning,8.199412874816524
Merle K. (Mudhole) Smith Airport,Afternoon,8.154907975460123
